City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,porto torres,40.835,8.3972,14.1,89,100,8.04,IT,1699550288
83,quellon,-43.1167,-73.6167,11.89,59,17,4.76,CL,1699550289
84,sandnessjoen,66.0217,12.6316,5.23,56,0,2.57,NO,1699550004
85,utrik,11.2278,169.8474,27.76,78,96,9.53,MH,1699550290
86,tamanrasset,22.785,5.5228,24.95,10,0,2.06,DZ,1699550291
87,hirara,24.8,125.2833,24.92,100,20,3.09,JP,1699550292
88,kawm umbu,24.4767,32.9463,30.77,32,1,4.27,EG,1699550293
89,byron bay,-28.65,153.6167,17.62,89,25,4.15,AU,1699550138
90,suwayr,30.1171,40.3893,24.52,26,0,2.7,SA,1699550294
91,ha tinh,18.3333,105.9,24.43,94,49,0.69,VN,1699550295
92,st. john's,47.5649,-52.7093,7.21,98,100,7.72,CA,1699550226
93,garh maharaja,30.8339,71.9053,23.5,37,11,3.93,PK,1699550296
94,jiuquan,39.7432,98.5174,-0.09,34,95,1.95,CN,1699550297
95,kolonia town,6.964,158.206,27.0,89,100,2.06,FM,1699550297
96,kijang,35.2442,129.2139,14.85,79,100,2.35,KR,1699550298
97,yaren,-0.5472,166.916,29.09,79,100,7.5,NR,1699550299
98,grand falls-windsor,48.9332,-55.6649,2.5,91,100,4.02,CA,1699550299
99,mahina,-17.5065,-149.489,23.75,88,33,8.07,PF,1699550300
100,iskateley,67.6803,53.1512,0.57,100,100,4.02,RU,1699550300
101,boende,-0.2167,20.8667,21.91,97,100,1.05,CD,1699550301
102,vila velha,-20.3297,-40.2925,28.97,67,0,9.26,BR,1699550302
103,villa del totoral,-30.8167,-63.7167,30.47,14,0,5.07,AR,1699550302
104,nema,57.5067,50.5011,4.18,96,100,2.46,RU,1699550303
105,constantia,44.1833,28.65,8.38,46,4,1.06,RO,1699550303
106,mulayjah,27.271,48.4242,26.23,45,0,2.85,SA,1699550304
107,holualoa,19.6228,-155.9522,21.54,81,0,2.68,US,1699550013
108,zaraza,9.3503,-65.3245,34.79,43,21,3.17,VE,1699550306
109,calipatria,33.1256,-115.5142,22.73,17,0,6.73,US,1699550306
110,mount isa,-20.7333,139.5,21.87,88,86,3.09,AU,1699550121
111,north bend,43.4065,-124.2243,8.37,93,100,4.12,US,1699550308
112,mandalgovi,45.7625,106.2708,-13.65,51,0,1.94,MN,1699550308
113,weno,7.4515,151.8468,27.9,82,99,9.48,FM,1699550309
114,punta alta,-38.8759,-62.0736,29.48,22,0,0.64,AR,1699550310
115,ust-nera,64.5667,143.2,-30.63,99,84,1.83,RU,1699550310
116,richards bay,-28.783,32.0377,19.63,75,76,1.92,ZA,1699550311
117,zonguldak,41.25,31.8333,8.34,93,65,0.19,TR,1699550312
118,kayyerkan,69.3786,87.7439,-5.39,85,100,7.59,RU,1699550313
119,carutapera,-1.195,-46.02,30.47,62,79,4.26,BR,1699550313
120,nizhneudinsk,54.9076,99.0276,-15.69,96,11,1.44,RU,1699550314
121,happy valley-goose bay,53.3168,-60.3315,0.17,64,100,4.12,CA,1699550111
122,colonia,50.9333,6.95,11.65,74,75,4.12,DE,1699550315
123,tsarychanka,48.937,34.4786,8.43,74,95,4.93,UA,1699550317
124,susuman,62.7833,148.1667,-30.5,99,93,0.09,RU,1699550317
125,chinde,26.8418,88.0763,12.39,72,3,2.09,NP,1699550319
126,harper,4.375,-7.7169,25.54,87,100,3.02,LR,1699550319
127,kiama,-34.6833,150.8667,15.88,92,99,2.71,AU,1699550111
128,masindi,1.6744,31.715,20.19,88,100,0.28,UG,1699550321
129,port elizabeth,-33.918,25.5701,17.95,78,0,2.06,ZA,1699550322
130,sola,-13.8833,167.55,26.06,83,100,11.93,VU,1699550322
131,yokadouma,3.5167,15.05,22.35,98,100,2.1,CM,1699550323
132,suntar,62.1444,117.6319,-17.53,92,24,2.71,RU,1699550324
133,tromso,69.6496,18.957,1.01,75,75,6.17,NO,1699549858
134,yellowknife,62.456,-114.3525,-1.44,98,100,10.29,CA,1699550118
135,el paraiso,13.8667,-86.55,26.48,60,98,2.42,HN,1699550325
136,inari,68.906,27.0288,-3.89,98,91,2.34,FI,1699550326
137,flin flon,54.7682,-101.865,-2.09,86,100,1.54,CA,1699550327
138,laghouat,33.8,2.8651,17.87,37,73,0.95,DZ,1699550327
139,carnarvon,-24.8667,113.6333,20.45,75,72,9.92,AU,1699550328
140,khandyga,62.6667,135.6,-32.88,100,88,0.99,RU,1699550328
141,watampone,-4.5386,120.3279,24.67,78,57,1.71,ID,1699550329
142,lihue,21.9789,-159.3672,25.77,75,75,9.26,US,1699550330
143,ancud,-41.8697,-73.8203,13.01,57,46,2.52,CL,1699550330
144,alofi,-19.0595,-169.9187,24.94,100,99,2.57,NU,1699550331
145,nantucket,41.2835,-70.0995,10.08,78,100,5.66,US,1699550331
146,galliano,29.4422,-90.2992,28.0,51,75,3.09,US,1699550331
147,yatou,37.15,122.3833,5.36,55,93,9.24,CN,1699550332
148,fort bragg,35.139,-79.006,25.46,56,0,3.6,US,1699550333
149,rongelap,11.1635,166.8941,27.54,80,98,9.98,MH,1699550333
150,hermanus,-34.4187,19.2345,18.59,68,0,5.38,ZA,1699550334
151,longyearbyen,78.2186,15.6401,-2.09,93,100,10.8,SJ,1699550161
152,caleta de carquin,-11.0925,-77.6267,22.07,69,61,5.01,PE,1699550334
153,yelabuga,55.7613,52.0649,5.75,94,100,4.37,RU,1699550336
154,smithers,54.7804,-127.1743,6.18,70,100,4.12,CA,1699550337
155,tahmoor,-34.2167,150.5833,15.57,92,93,0.8,AU,1699550338
156,portland,45.5234,-122.6762,7.57,94,75,2.57,US,1699550286
157,remire-montjoly,4.9167,-52.2667,32.02,58,8,5.66,GF,1699550338
158,ulladulla,-35.35,150.4667,13.2,92,87,1.75,AU,1699550339
159,moramanga,-18.9333,48.2,19.42,96,94,1.39,MG,1699550340
160,yelizovo,53.1873,158.3805,-0.92,54,20,7.15,RU,1699550340
161,pangody,65.85,74.4859,-3.29,85,100,7.89,RU,1699550341
162,katsuura,35.1333,140.3,18.21,79,3,2.01,JP,1699550342
163,kirensk,57.7853,108.1119,-12.24,95,54,0.89,RU,1699550342
164,nadym,65.5333,72.5167,-3.42,88,100,6.77,RU,1699550343
165,menaka,15.9182,2.4022,33.7,7,100,2.03,ML,1699550343
166,flying fish cove,-10.4217,105.6791,25.82,88,75,3.09,CX,1699550344
167,enewetak,11.3474,162.3373,28.34,76,100,9.12,MH,1699550345
168,antonio enes,-16.2325,39.9086,26.67,85,75,2.8,MZ,1699550346
169,zharkent,44.1628,80.0,8.49,82,100,1.1,KZ,1699550346
170,cambria,35.5641,-121.0808,18.95,65,0,0.89,US,1699550347
171,jiazi,22.8779,116.067,23.85,82,68,2.46,CN,1699550347
172,tazovsky,67.4667,78.7,-3.22,86,100,8.64,RU,1699550203
173,trinity beach,-16.7888,145.6968,23.94,81,75,1.54,AU,1699550348
174,pavlodar,52.3,76.95,1.89,87,75,4.0,KZ,1699550349
175,kudahuvadhoo,2.6708,72.8944,27.6,76,69,3.45,MV,1699550350
176,lazarevskoye,43.9061,39.3331,12.97,84,100,1.61,RU,1699550350
177,howrah,22.5892,88.3103,23.0,83,20,0.0,IN,1699550351
178,mae hong son,19.3003,97.9685,22.85,86,8,0.71,TH,1699550351
179,aginskoye,51.1,114.53,-12.53,94,87,3.13,RU,1699550352
180,uliastay,47.7417,96.8444,-7.79,96,100,0.79,MN,1699550352
181,tazacorte,28.629,-17.9293,23.97,66,40,6.17,ES,1699550354
182,eyl,7.9803,49.8164,26.91,73,93,8.02,SO,1699550354
183,alvear,-29.0968,-56.5504,23.63,91,100,4.69,AR,1699550355
184,krasnokuts'k,50.066,35.1628,8.19,69,93,5.93,UA,1699550356
185,talnakh,69.4865,88.3972,-5.44,91,100,8.08,RU,1699550356
186,petropavlovsk-kamchatsky,53.0452,158.6483,-1.67,73,20,9.39,RU,1699550357
187,hadibu,12.65,54.0333,26.82,73,16,4.35,YE,1699550358
188,praia da vitoria,38.7333,-27.0667,21.14,88,40,8.92,PT,1699550359
189,risod,19.9667,76.7833,22.23,46,91,3.23,IN,1699550360
190,tarfaya,27.9358,-12.9218,20.91,74,58,9.09,MA,1699550360
191,andergrove,-21.0833,149.1833,18.14,73,3,3.23,AU,1699550361
192,fredericton,45.9454,-66.6656,3.79,69,100,1.54,CA,1699550196
193,san antonio de pale,-1.4014,5.6325,26.12,79,22,4.56,GQ,1699550362
194,makokou,0.5738,12.8642,22.57,97,97,0.9,GA,1699550362
195,tuban,-6.8976,112.0649,27.42,73,99,3.15,ID,1699550363
196,sinabang,2.4803,96.3801,25.93,83,100,0.26,ID,1699550363
197,torghay,49.6339,63.4981,7.88,62,95,3.51,KZ,1699550364
198,pacasmayo,-7.4006,-79.5714,21.99,69,57,5.87,PE,1699550365
199,cintalapa de figueroa,16.7333,-93.7167,25.97,71,93,0.3,MX,1699550370
200,porbandar,21.6422,69.6093,28.27,59,6,2.86,IN,1699550371
201,qaqortoq,60.7167,-46.0333,-0.3,86,97,2.12,GL,1699550220
202,copiapo,-27.3667,-70.3333,16.83,35,85,4.41,CL,1699550094
203,bir el ater,34.7449,8.0602,15.26,54,100,3.89,DZ,1699550372
204,saudarkrokur,65.7461,-19.6394,-2.08,82,5,3.12,IS,1699550373
205,strezhevoy,60.7333,77.5889,-3.91,96,91,4.02,RU,1699550373
206,egilsstadir,65.2653,-14.3948,1.95,93,75,3.09,IS,1699550374
207,salekhard,66.53,66.6019,-3.21,97,100,3.19,RU,1699550375
208,nenjiang,49.1833,125.2167,-16.21,97,93,1.98,CN,1699550375
209,sirinhaem,-8.5908,-35.1161,29.01,51,5,4.37,BR,1699550376
210,tanout,14.9709,8.8879,30.99,11,84,3.87,NE,1699550377
211,yarumal,6.9632,-75.4174,21.0,63,28,1.67,CO,1699550377
212,puerto baquerizo moreno,-0.9,-89.6,25.55,89,75,6.69,EC,1699550378
213,noumea,-22.2763,166.4572,15.99,67,82,4.84,NC,1699550378
214,georgetown,5.4112,100.3354,26.12,97,40,1.54,MY,1699550188
215,hamilton,39.1834,-84.5333,16.62,63,40,5.14,US,1699550236
216,lautoka,-17.6167,177.4667,23.92,88,75,1.54,FJ,1699550380
217,punta del este,-34.9667,-54.95,21.06,46,0,5.66,UY,1699550381
218,revda,56.801,59.9303,-1.99,98,59,1.39,RU,1699550381
219,ribeira grande,38.5167,-28.7,21.22,94,75,9.39,PT,1699550382
220,pisco,-13.7,-76.2167,21.03,78,100,3.09,PE,1699550382
221,tottori,35.5,134.2333,18.09,87,97,3.74,JP,1699550339
222,bardai,11.65,7.2333,27.31,22,40,1.15,NG,1699550383
223,nova sintra,14.8667,-24.7167,22.67,67,99,6.62,CV,1699550384
224,vilyuchinsk,52.9306,158.4028,-0.85,81,77,3.4,RU,1699550384
225,longridge,53.8333,-2.5833,6.97,95,82,2.9,GB,1699550385
226,the pas,53.8251,-101.2541,-0.99,80,100,2.57,CA,1699550385
227,preobrazheniye,42.9019,133.9064,5.97,75,99,4.51,RU,1699550386
228,puerto real,36.5282,-6.1901,19.58,77,0,4.12,ES,1699550386
229,aasiaat,68.7098,-52.8699,-4.72,76,99,4.57,GL,1699550387
230,novokhopersk,51.0969,41.6252,5.93,88,100,10.23,RU,1699550387
231,kupang,-10.1667,123.5833,26.32,83,21,0.0,ID,1699550388
232,pocone,-16.2567,-56.6228,40.31,24,78,2.29,BR,1699550166
233,scarborough,54.2797,-0.4044,7.76,85,66,1.79,GB,1699549742
234,candon,17.1947,120.4517,25.12,83,90,1.88,PH,1699550389
235,antalaha,-14.9003,50.2788,25.0,87,61,1.51,MG,1699550390
236,alaghsas,17.0187,8.0168,32.94,9,0,4.12,NE,1699550390
237,tahe,52.3333,124.7333,-9.7,87,100,2.93,CN,1699550390
238,miandrivazo,-19.5167,45.4667,27.38,68,97,3.86,MG,1699550391
239,kokopo,-4.352,152.2633,25.08,88,99,2.14,PG,1699550392
240,zeya,53.75,127.2667,-6.4,62,100,1.94,RU,1699550392
241,nhamunda,-2.1861,-56.7131,38.87,27,11,2.56,BR,1699550393
242,puerto ayora,-0.7393,-90.3518,28.98,100,99,4.47,EC,1699550393
243,lisakovsk,52.5369,62.4936,4.94,77,100,2.55,KZ,1699550394
244,candelaria,13.9311,121.4233,25.22,95,9,1.97,PH,1699550394
245,kattivakkam,13.2167,80.3167,26.71,91,83,5.28,IN,1699550395
246,gaalkacyo,6.7697,47.4308,26.95,56,22,8.94,SO,1699550395
247,tarauaca,-8.1614,-70.7656,35.57,37,100,1.56,BR,1699550396
248,ornskoldsvik,63.2909,18.7153,0.53,100,100,2.06,SE,1699550396
249,lodja,-3.4833,23.4333,20.25,99,100,0.95,CD,1699550397
250,lae,-6.7221,146.9847,24.55,87,98,1.57,PG,1699550397
251,dingli,35.8614,14.3822,19.09,83,20,2.06,MT,1699550398
252,sal rei,16.1833,-22.9167,27.11,61,75,6.69,CV,1699550399
253,uturoa,-16.7333,-151.4333,26.35,80,15,6.79,PF,1699550117
254,howard springs,-12.497,131.047,28.26,78,38,2.18,AU,1699550287
255,ketchikan,55.3422,-131.6461,7.99,93,100,3.6,US,1699550400
256,cannonvale,-20.2833,148.7,22.66,74,1,4.47,AU,1699550278
257,bikenibeu village,1.3673,173.1241,28.77,75,95,4.22,KI,1699550401
258,hechuan,29.9947,106.2572,17.27,80,84,1.35,CN,1699550402
259,frolovo,49.7713,43.6622,7.44,84,95,9.67,RU,1699550403
260,paraiso,9.8383,-83.8656,26.48,51,20,1.94,CR,1699550307
261,polanica-zdroj,50.4037,16.5127,8.22,81,100,6.01,PL,1699550404
262,ingeniero guillermo n. juarez,-23.9,-61.85,36.66,37,82,1.17,AR,1699550405
263,lazaro cardenas,17.9583,-102.2,29.48,69,71,0.71,MX,1699550406
264,luderitz,-26.6481,15.1594,20.92,61,0,4.54,NA,1699550407
265,ebaye,8.7748,167.7392,27.01,89,40,9.26,MH,1699550407
266,lagonoy,13.7342,123.5207,24.87,94,2,1.02,PH,1699550408
267,mar del plata,-38.0023,-57.5575,23.24,62,0,6.69,AR,1699550287
268,gaspe,48.8334,-64.4819,3.95,87,100,3.09,CA,1699550165
269,al jadid,27.05,14.4,25.57,20,100,3.67,LY,1699550410
270,santa vitoria do palmar,-33.5189,-53.3681,20.49,49,0,4.14,BR,1699550411
271,bodo,67.28,14.405,1.02,75,0,6.17,NO,1699550411
272,kristiansund,63.1115,7.732,6.36,65,0,4.12,NO,1699550412
273,bilmak,47.3624,36.6511,8.73,69,85,5.3,UA,1699550413
274,freetown,8.484,-13.2299,27.8,76,94,3.34,SL,1699550414
275,canico,32.6333,-16.85,22.78,78,20,4.63,PT,1699550415
276,tete,-16.1564,33.5867,32.05,48,75,4.63,MZ,1699550415
277,huanren,41.2647,125.3667,-8.46,95,17,1.31,CN,1699550416
278,sosnytsya,51.5239,32.4999,4.81,93,12,3.13,UA,1699550416
279,togur,58.3631,82.8265,-7.7,88,20,4.02,RU,1699550417
280,haiku-pauwela,20.9219,-156.3051,25.02,69,20,4.12,US,1699550418
281,cockburn town,21.4612,-71.1419,29.98,66,40,7.2,TC,1699550419
282,tura,25.5198,90.2201,18.26,69,4,1.45,IN,1699550420
283,wanning,18.8003,110.3967,25.42,92,20,0.33,CN,1699550421
284,fortuna,40.5982,-124.1573,9.4,93,0,2.57,US,1699550269
285,myory,55.6217,27.6299,5.15,91,85,3.04,BY,1699550423
286,faya-largeau,17.9257,19.1043,30.12,19,6,4.89,TD,1699550423
287,grants pass,42.439,-123.3284,9.38,89,100,5.66,US,1699550210
288,port lincoln,-34.7333,135.8667,16.95,77,25,3.49,AU,1699550424
289,tommot,58.9564,126.2925,-17.11,95,100,2.5,RU,1699550425
290,daru,-9.0763,143.2092,24.52,80,97,4.37,PG,1699550426
291,goondiwindi,-28.55,150.3167,18.78,64,96,5.73,AU,1699550426
292,monrovia,6.3005,-10.7969,28.87,75,58,3.55,LR,1699550427
293,lebu,-37.6167,-73.65,13.57,68,0,7.94,CL,1699550428
294,iquitos,-3.7481,-73.2472,31.02,74,75,3.09,PE,1699550428
295,dauphin,51.1494,-100.0502,-0.92,86,100,5.66,CA,1699550429
296,boa viagem,-5.1275,-39.7322,36.88,22,0,3.97,BR,1699550430
297,floro,61.5996,5.0328,6.98,61,0,3.6,NO,1699550430
298,nykvarn,59.8,18.3,8.23,87,100,3.97,SE,1699550431
299,tucuma,-0.1833,-50.05,33.04,53,74,4.42,BR,1699550432
300,jerantut,3.936,102.3626,23.76,97,99,0.47,MY,1699550432
301,kargasok,59.0556,80.8572,-6.69,92,25,5.36,RU,1699550433
302,krapivinskiy,54.9992,86.8133,-10.26,99,59,1.28,RU,1699550434
303,acapulco de juarez,16.8634,-99.8901,29.62,68,65,2.03,MX,1699550261
304,chongwe,-15.3292,28.682,25.33,56,85,2.46,ZM,1699550436
305,olonkinbyen,70.9221,-8.7187,-1.62,69,100,2.99,SJ,1699550436
306,pagar alam,-4.0167,103.2667,21.61,76,74,0.83,ID,1699550437
307,coronel dorrego,-38.7187,-61.2873,27.83,11,0,0.33,AR,1699550339
308,tateyama,34.9833,139.8667,19.26,76,31,1.91,JP,1699550438
309,dapa,9.7594,126.0531,27.7,79,56,3.0,PH,1699550439
310,simrishamn,55.5565,14.3504,9.08,95,100,9.06,SE,1699550440
311,raja,8.4596,25.678,27.24,63,89,0.94,SS,1699550441
312,hasaki,35.7333,140.8333,13.22,72,14,2.92,JP,1699550441
313,sibiti,-3.6819,13.3499,22.46,96,62,1.61,CG,1699550442
314,shimoda,34.6667,138.95,14.5,73,54,1.04,JP,1699550442
315,amga,60.8953,131.9608,-25.08,100,100,0.69,RU,1699550443
316,cabedelo,-6.9811,-34.8339,31.37,59,22,6.9,BR,1699550443
317,yinzhu,35.8786,119.9753,7.67,44,100,8.5,CN,1699550444
318,al burayqah,30.4062,19.5739,23.09,66,100,4.25,LY,1699550443
319,fada,9.5667,8.3,25.7,45,63,1.58,NG,1699550445
320,vorgashor,67.5833,63.95,-0.58,97,100,5.77,RU,1699550445
321,ambon,-3.6954,128.1814,26.71,14,40,2.57,ID,1699550446
322,mwinilunga,-11.7358,24.4293,19.2,82,78,0.38,ZM,1699550447
323,vadso,70.0744,29.7487,-3.91,93,75,7.2,NO,1699550447
324,northam,51.0333,-4.2167,9.58,88,100,12.92,GB,1699550448
325,mil'kovo,55.6078,37.7956,6.3,88,99,2.94,RU,1699550448
326,sequeira,40.5536,-7.2259,10.09,83,99,2.31,PT,1699550450
327,homer,59.6425,-151.5483,-0.06,82,100,10.8,US,1699550451
328,kone,-21.0595,164.8658,18.58,75,55,1.88,NC,1699550451
329,kidal,18.4411,1.4078,32.49,9,54,3.0,ML,1699550452
330,sungai penuh,-2.0833,101.3833,18.37,96,99,0.82,ID,1699550452
331,ispir,40.4829,40.9956,12.32,44,99,1.86,TR,1699550453
332,nizhnesortymskiy,62.4397,71.7603,-2.64,88,100,5.57,RU,1699550453
333,belev,53.8119,36.1319,5.72,85,99,3.84,RU,1699550454
334,baotou,40.6522,109.8222,-6.37,19,58,2.79,CN,1699550454
335,katabu,-4.9333,122.5167,22.92,91,7,1.23,ID,1699550455
336,vila franca do campo,37.7167,-25.4333,21.23,99,98,5.18,PT,1699550456
337,tokar,18.4254,37.729,30.2,63,41,6.87,SD,1699550456
338,shahrak,34.1074,64.3052,3.26,42,0,1.15,AF,1699550457
339,aykhal,66.0,111.5,-12.84,91,100,1.83,RU,1699550457
340,chonchi,-42.6128,-73.8092,12.56,47,45,1.93,CL,1699550458
341,koya,34.2129,135.6224,12.51,90,78,2.03,JP,1699550458
342,arkhangel'sk,64.5401,40.5433,-5.49,97,87,0.37,RU,1699550459
343,sabzevar,36.2126,57.6819,13.98,47,70,1.24,IR,1699550459
344,pimentel,-6.8367,-79.9342,25.16,61,0,5.14,PE,1699550460
345,walvis bay,-22.9575,14.5053,17.27,78,9,2.99,NA,1699550347
346,mana,5.6592,-53.7767,30.58,61,8,5.17,GF,1699550461
347,usinsk,65.9939,57.5281,-1.34,97,100,6.16,RU,1699550461
348,kondoa,-4.9,35.7833,23.72,52,87,5.3,TZ,1699550462
349,adler,43.43,39.92,11.09,93,100,1.0,RU,1699550462
350,prachuap khiri khan,12.2167,99.75,27.6,94,76,0.8,TH,1699550463
351,valparaiso,-33.0393,-71.6273,21.13,59,0,7.2,CL,1699550219
352,altai,46.3722,96.2583,-11.43,89,95,1.73,MN,1699550464
353,al jabin,14.704,43.599,14.5,68,75,1.22,YE,1699550464
354,dwarka,22.2394,68.9678,27.81,68,1,4.37,IN,1699550465
355,sibenik,43.7272,15.9058,15.21,66,77,1.34,HR,1699550465
356,alesund,62.4723,6.1549,8.2,72,0,2.06,NO,1699550466
357,saskatoon,52.1168,-106.6345,-1.01,80,100,5.14,CA,1699550454
358,ilha de mocambique,-15.0342,40.7358,26.91,83,33,6.2,MZ,1699550467
359,fale old settlement,-9.3852,-171.2468,27.93,77,100,2.14,TK,1699550244
360,tevriz,57.509,72.4042,-2.14,88,81,2.32,RU,1699550468
361,kailua-kona,19.6406,-155.9956,23.61,79,0,2.68,US,1699550242
362,tirumullaivasal,11.2333,79.8333,26.79,83,68,4.12,IN,1699550469
363,sujiatun,41.6592,123.3392,-3.9,50,0,3.0,CN,1699550470
364,wuyang,31.9925,116.2472,11.76,88,100,6.67,CN,1699550471
